RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM,ARCH_DECADE,PYEONG,PYEONG_GROUP,PRICE_EUK,PRICE_PER_PYEONG
2025,11680,강남구,11000,압구정동,1,대지,447,0,"현대14차(203,204,205,206동)",2025-06-02,520000,84.98,0.0,9,,,1987,아파트,직거래,,1980년대,25.70645,20평형대,52.0,20228.386261035655
2025,11680,강남구,10300,개포동,1,대지,1282,0,개포래미안포레스트,2025-06-02,320000,84.9,0.0,28,,,2020,아파트,직거래,,2020년대,25.68225,20평형대,32.0,12459.967487272337
2025,11680,강남구,11200,자곡동,1,대지,611,0,래미안강남힐즈,2025-05-30,215000,101.94,0.0,14,,,2014,아파트,중개거래,서울 강남구,2010년대,30.83685,30평형대,21.5,6972.177767832966
2025,11680,강남구,11100,세곡동,1,대지,533,0,세곡푸르지오,2025-05-30,145500,84.83,0.0,3,,,2012,아파트,중개거래,서울 강남구,2010년대,25.661075,20평형대,14.55,5670.066433304139
2025,11680,강남구,11800,도곡동,1,대지,467,0,타워팰리스1,2025-05-30,367000,120.78,0.0,32,,,2002,아파트,중개거래,서울 강남구,2000년대,36.53595,30평형대,36.7,10044.900981088489
2025,11680,강남구,11800,도곡동,1,대지,467,0,타워팰리스1,2025-05-30,367000,120.78,0.0,32,,2025-05-30,2002,아파트,중개거래,서울 강남구,2000년대,36.53595,30평형대,36.7,10044.900981088489
2025,11680,강남구,11200,자곡동,1,대지,611,0,래미안강남힐즈,2025-05-29,182500,91.96,0.0,10,,,2014,아파트,직거래,,2010년대,27.817899999999998,20평형대,18.25,6560.523979164495
2025,11680,강남구,10100,역삼동,1,대지,757,0,역삼래미안,2025-05-29,250000,59.4,0.0,6,,,2005,아파트,중개거래,"서울 강남구, 서울 동작구",2000년대,17.9685,10평형대,25.0,13913.237053732923
2025,11680,강남구,11500,수서동,1,대지,746,0,까치마을,2025-05-29,140000,49.5,0.0,10,,,1993,아파트,중개거래,서울 강남구,1990년대,14.973749999999999,10평형대,14.0,9349.695300108524
2025,11680,강남구,11400,일원동,1,대지,718,0,샘터마을,2025-05-28,290000,134.438,0.0,4,,,1994,아파트,중개거래,"서울 강남구, 서울 송파구",1990년대,40.667494999999995,40평형대,29.0,7131.002290650064
2025,11680,강남구,10600,대치동,1,대지,986,0,하이캐슬102동,2025-05-28,217000,138.91,0.0,4,,,2005,아파트,중개거래,서울 강남구,2000년대,42.020275,40평형대,21.7,5164.173723280012
2025,11680,강남구,11800,도곡동,1,대지,527,0,도곡렉슬,2025-05-28,365000,119.89,0.0,2,,,2006,아파트,중개거래,서울 강남구,2000년대,36.266725,30평형대,36.5,10064.322047276119
2025,11680,강남구,11800,도곡동,1,대지,966,0,매봉삼성,2025-05-27,163000,83.49,0.0,6,,,1999,아파트,중개거래,"서울 강남구, 서울 서초구",1990년대,25.255724999999998,20평형대,16.3,6453.982215913422
2025,11680,강남구,10300,개포동,1,대지,1281,0,디에이치아너힐즈,2025-05-26,350000,86.6,0.0,1,,,2019,아파트,중개거래,서울 강남구,2010년대,26.196499999999997,20평형대,35.0,13360.563434046535
2025,11680,강남구,10600,대치동,1,대지,891,28,대치동우정에쉐르1,2025-05-26,59000,59.98,0.0,10,,,2004,아파트,중개거래,서울 강남구,2000년대,18.14395,10평형대,5.9,3251.7726294439744
2025,11680,강남구,10500,삼성동,1,대지,2,0,서광아파트,2025-05-24,206000,59.67,0.0,12,,,1998,아파트,중개거래,"서울 강남구, 서울 성동구",1990년대,18.050175,10평형대,20.6,11412.63173348735
2025,11680,강남구,10500,삼성동,1,대지,142,7,LG선릉에클라트(A),2025-05-24,35000,36.16,0.0,6,,,2003,아파트,중개거래,서울 강남구,2000년대,10.938399999999998,10평형대,3.5,3199.7367073795076
2025,11680,강남구,10800,논현동,1,대지,276,1,아크로힐스논현,2025-05-23,250000,84.074,0.0,25,,,2014,아파트,중개거래,서울 강남구,2010년대,25.432385,20평형대,25.0,9829.98645231267
2025,11680,강남구,11800,도곡동,1,대지,952,0,대우디오빌,2025-05-23,25500,25.89,0.0,14,,,2004,아파트,중개거래,서울 강남구,2000년대,7.831725,0평형대,2.55,3255.987665552608
2025,11680,강남구,10400,청담동,1,대지,43,0,청담우방아파트,2025-05-23,238000,118.53,0.0,12,,,1999,아파트,중개거래,서울 강남구,1990년대,35.855325,30평형대,23.8,6637.786716477956
2025,11680,강남구,11800,도곡동,1,대지,467,29,타워팰리스3,2025-05-23,419000,141.381,0.0,35,,,2004,아파트,중개거래,서울 강남구,2000년대,42.7677525,40평형대,41.9,9797.101215454331
2025,11680,강남구,11400,일원동,1,대지,615,0,우성7,2025-05-21,242000,68.4,0.0,5,,,1987,아파트,중개거래,서울 강남구,1980년대,20.691000000000003,20평형대,24.2,11695.906432748536
2025,11680,강남구,11200,자곡동,1,대지,686,0,강남한양수자인(4단지),2025-05-21,193000,101.18,0.0,10,,,2014,아파트,중개거래,서울 강남구,2010년대,30.60695,30평형대,19.3,6305.7573524967365
2025,11680,강남구,10100,역삼동,1,대지,757,0,역삼래미안,2025-05-21,242000,59.4,0.0,9,,,2005,아파트,중개거래,서울 강남구,2000년대,17.9685,10평형대,24.2,13468.013468013469
2025,11680,강남구,10800,논현동,1,대지,58,2,마일스디오빌,2025-05-20,39500,36.29,0.0,7,,,2004,아파트,중개거래,서울 강남구,2000년대,10.977725,10평형대,3.95,3598.1954366683444
2025,11680,강남구,11400,일원동,1,대지,614,0,현대4,2025-05-20,185000,73.0,0.0,2,,,1987,아파트,중개거래,서울 강남구,1980년대,22.0825,20평형대,18.5,8377.674629231293
2025,11680,강남구,10100,역삼동,1,대지,796,29,강남서해그랑블,2025-05-20,90000,70.57,0.0,4,,,2012,아파트,중개거래,서울 강남구,2010년대,21.347424999999998,20평형대,9.0,4215.965157390177
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-05-20,347000,84.597,0.0,13,,,2023,아파트,중개거래,서울 강남구,2020년대,25.590592499999996,20평형대,34.7,13559.670414039849
2025,11680,강남구,11800,도곡동,1,대지,467,24,우성캐릭터199,2025-05-19,285000,164.97,0.0,15,,,1998,아파트,중개거래,서울 강남구,1990년대,49.903425,40평형대,28.5,5711.030856098554
2025,11680,강남구,10600,대치동,1,대지,1027,0,래미안대치팰리스,2025-05-19,440000,91.93,0.0,33,,,2015,아파트,중개거래,서울 강남구,2010년대,27.808825000000002,20평형대,44.0,15822.315398079565
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-05-17,204000,59.975,0.0,19,,,2023,아파트,중개거래,서울 강남구,2020년대,18.1424375,10평형대,20.4,11244.35456922478
2025,11680,강남구,10300,개포동,1,대지,1282,0,개포래미안포레스트,2025-05-17,317000,84.83,0.0,17,,,2020,아파트,중개거래,서울 강남구,2020년대,25.661075,20평형대,31.7,12353.340614140288
2025,11680,강남구,11800,도곡동,1,대지,527,0,도곡렉슬,2025-05-17,370000,120.823,0.0,2,,,2006,아파트,중개거래,서울 강남구,2000년대,36.5489575,30평형대,37.0,10123.407760672791
2025,11680,강남구,11200,자곡동,1,대지,619,0,강남자곡 힐스테이트,2025-05-17,123000,74.8,0.0,9,,,2015,아파트,중개거래,"경기 성남시 수정구, 서울 강남구",2010년대,22.627,20평형대,12.3,5435.983559464357
2025,11680,강남구,10600,대치동,1,대지,316,0,은마,2025-05-16,332000,76.79,0.0,8,,,1979,아파트,중개거래,서울 강남구,1970년대,23.228975000000002,20평형대,33.2,14292.494610717864
2025,11680,강남구,11000,압구정동,1,대지,513,0,한양5,2025-05-16,395000,100.5,0.0,4,,,1979,아파트,중개거래,서울 강남구,1970년대,30.401249999999997,30평형대,39.5,12992.886805641216
2025,11680,강남구,10100,역삼동,1,대지,796,29,강남서해그랑블,2025-05-16,94000,70.57,0.0,6,,,2012,아파트,중개거래,서울 강남구,2010년대,21.347424999999998,20평형대,9.4,4403.341386607519
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-05-15,289500,59.836,0.0,12,,,2023,아파트,중개거래,서울 강남구,2020년대,18.100389999999997,10평형대,28.95,15994.130513209939
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-05-15,460000,109.884,0.0,26,,,2023,아파트,중개거래,서울 강남구,2020년대,33.23991,30평형대,46.0,13838.785965425297
2025,11680,강남구,11000,압구정동,1,대지,397,0,미성2차,2025-05-15,450000,74.4,0.0,12,,,1987,아파트,중개거래,서울 강남구,1980년대,22.506,20평형대,45.0,19994.66808850973
2025,11680,강남구,11400,일원동,1,대지,719,0,푸른마을아파트101동~111동,2025-05-15,220000,84.93,0.0,9,,,1994,아파트,중개거래,서울 강남구,1990년대,25.691325000000003,20평형대,22.0,8563.20178114597
2025,11680,강남구,10600,대치동,1,대지,66,0,"쌍용대치아파트1동,2동,3동,5동,6동",2025-05-15,337000,83.56,0.0,10,,,1983,아파트,중개거래,서울 강남구,1980년대,25.2769,20평형대,33.7,13332.331100728332
2025,11680,강남구,10600,대치동,1,대지,1027,0,래미안대치팰리스,2025-05-15,600000,114.15,0.0,13,,,2015,아파트,중개거래,서울 강남구,2010년대,34.530375,30평형대,60.0,17376.00590784201
2025,11680,강남구,11800,도곡동,1,대지,933,0,도곡쌍용예가,2025-05-15,268000,142.77,0.0,12,,,1978,아파트,중개거래,서울 강남구,1970년대,43.187925,40평형대,26.8,6205.438209870004
2025,11680,강남구,10600,대치동,1,대지,503,0,개포우성1,2025-05-14,470000,127.61,0.0,7,,,1983,아파트,중개거래,서울 강남구,1980년대,38.602025,30평형대,47.0,12175.527061080345
2025,11680,강남구,10300,개포동,1,대지,658,1,개포6차우성아파트1동~8동,2025-05-14,194000,54.98,0.0,5,,,1987,아파트,중개거래,"서울 강남구, 서울 서초구",1980년대,16.631449999999997,10평형대,19.4,11664.64739995611
2025,11680,강남구,10300,개포동,1,대지,179,0,우성8,2025-05-13,242500,79.61,0.0,5,,,1987,아파트,중개거래,서울 강남구,1980년대,24.082024999999998,20평형대,24.25,10069.751194096012
2025,11680,강남구,10500,삼성동,1,대지,17,0,삼성동롯데아파트,2025-05-13,262000,91.77,0.0,4,,,2000,아파트,중개거래,서울 강남구,2000년대,27.760424999999998,20평형대,26.2,9437.895853539707
2025,11680,강남구,10100,역삼동,1,대지,709,5,테헤란아이파크,2025-05-13,286000,92.623,0.0,22,,,2014,아파트,중개거래,서울 강남구,2010년대,28.0184575,20평형대,28.6,10207.556929213537
2025,11680,강남구,11000,압구정동,1,대지,513,0,한양5,2025-05-13,600000,115.24,0.0,10,,,1979,아파트,중개거래,서울 강남구,1970년대,34.860099999999996,30평형대,60.0,17211.654585041353
2025,11680,강남구,10100,역삼동,1,대지,722,0,경남아너스빌,2025-05-13,152000,81.013,0.0,8,,,2002,아파트,중개거래,"서울 강남구, 서울 성동구",2000년대,24.506432500000003,20평형대,15.2,6202.453172243654
2025,11680,강남구,10400,청담동,1,대지,65,0,진흥아파트,2025-05-13,281000,109.31,0.0,3,,,1984,아파트,중개거래,서울 강남구,1980년대,33.066275,30평형대,28.1,8498.084528722997
2025,11680,강남구,10400,청담동,1,대지,108,0,청담건영,2025-05-12,350000,84.595,0.0,7,,,1994,아파트,중개거래,서울 강남구,1990년대,25.5899875,20평형대,35.0,13677.22434409161
2025,11680,강남구,10100,역삼동,1,대지,722,0,경남아너스빌,2025-05-10,149500,84.688,0.0,12,,,2002,아파트,중개거래,"서울 강남구, 서울 동작구",2000년대,25.61812,20평형대,14.95,5835.713159279448
2025,11680,강남구,11800,도곡동,1,대지,963,0,럭키(963),2025-05-10,230000,84.97,0.0,3,,,1995,아파트,중개거래,"서울 강남구, 서울 서초구",1990년대,25.703425,20평형대,23.0,8948.223826202151
2025,11680,강남구,10300,개포동,1,대지,187,0,개포주공5단지,2025-05-10,316000,74.25,0.0,14,,,1983,아파트,중개거래,서울 강남구,1980년대,22.460625,20평형대,31.6,14069.065308734731
2025,11680,강남구,10600,대치동,1,대지,1014,3,대치삼성,2025-05-10,355000,108.52,0.0,6,,,2000,아파트,중개거래,서울 강남구,2000년대,32.8273,30평형대,35.5,10814.169913456179
2025,11680,강남구,10100,역삼동,1,대지,716,0,동부센트레빌,2025-05-10,238000,84.97,0.0,14,,,1998,아파트,중개거래,서울 강남구,1990년대,25.703425,20평형대,23.8,9259.466394070052
2025,11680,강남구,10300,개포동,1,대지,1281,0,디에이치아너힐즈,2025-05-10,320000,76.17,0.0,20,,,2019,아파트,중개거래,서울 강남구,2010년대,23.041425,20평형대,32.0,13888.029928704496
2025,11680,강남구,10300,개포동,1,대지,1280,0,래미안블레스티지,2025-05-10,355000,99.979,0.0,5,,,2019,아파트,중개거래,서울 강남구,2010년대,30.243647499999998,30평형대,35.5,11738.002170538459
2025,11680,강남구,10300,개포동,1,대지,1280,0,래미안블레스티지,2025-05-10,460000,126.971,0.0,31,,,2019,아파트,중개거래,서울 강남구,2010년대,38.4087275,30평형대,46.0,11976.444676538686
2025,11680,강남구,11000,압구정동,1,대지,426,0,신현대9차,2025-05-10,600000,111.38,0.0,6,,,1982,아파트,중개거래,서울 강남구,1980년대,33.69245,30평형대,60.0,17808.14396103578
2025,11680,강남구,11100,세곡동,1,대지,579,0,강남엘에이치1단지,2025-05-10,141000,74.74,0.0,7,,,2013,아파트,중개거래,서울 강남구,2010년대,22.608849999999997,20평형대,14.1,6236.495885460783
2025,11680,강남구,10500,삼성동,1,대지,3,3,석탑아파트101동,2025-05-10,225000,84.6,0.0,14,,,1996,아파트,중개거래,서울 강남구,1990년대,25.591499999999996,20평형대,22.5,8791.981712678038
2025,11680,강남구,11500,수서동,1,대지,708,0,삼익,2025-05-10,155000,49.2,0.0,4,,,1992,아파트,중개거래,서울 강남구,1990년대,14.883000000000001,10평형대,15.5,10414.56695558691
2025,11680,강남구,11200,자곡동,1,대지,619,0,강남자곡 힐스테이트,2025-05-10,115000,74.8,0.0,5,,,2015,아파트,중개거래,서울 강남구,2010년대,22.627,20평형대,11.5,5082.423653157733
2025,11680,강남구,10500,삼성동,1,대지,2,0,서광아파트,2025-05-10,200000,59.67,0.0,19,,,1998,아파트,중개거래,서울 강남구,1990년대,18.050175,10평형대,20.0,11080.224983968299
2025,11680,강남구,11000,압구정동,1,대지,481,0,현대8차(성수현대:91~95동),2025-05-10,620000,111.5,0.0,7,,,1980,아파트,중개거래,서울 강남구,1980년대,33.72875,30평형대,62.0,18381.944187080757
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-05-09,340000,78.326,0.0,10,,,2023,아파트,중개거래,"서울 강남구, 서울 서초구",2020년대,23.693614999999998,20평형대,34.0,14349.85754600976
2025,11680,강남구,10600,대치동,1,대지,63,0,"대치우성아파트1동,2동,3동,5동,6동,7동",2025-05-09,370000,115.59,0.0,14,,,1984,아파트,중개거래,서울 강남구,1980년대,34.965975,30평형대,37.0,10581.715510578499
2025,11680,강남구,11000,압구정동,1,대지,486,0,한양4,2025-05-09,887000,208.65,0.0,2,,,1978,아파트,중개거래,"서울 강남구, 서울 강동구",1970년대,63.116625,60평형대,88.7,14053.349652330111
2025,11680,강남구,11400,일원동,1,대지,731,0,한솔마을,2025-05-09,218500,63.76,0.0,5,,,1994,아파트,중개거래,서울 강남구,1990년대,19.287399999999998,10평형대,21.85,11328.639422628245
2025,11680,강남구,10100,역삼동,1,대지,765,32,역삼2차아이파크,2025-05-09,295000,84.891,0.0,22,,,2008,아파트,중개거래,서울 강남구,2000년대,25.679527500000003,20평형대,29.5,11487.750310047564
2025,11680,강남구,10600,대치동,1,대지,316,0,은마,2025-05-09,327000,76.79,0.0,5,,,1979,아파트,중개거래,서울 강남구,1970년대,23.228975000000002,20평형대,32.7,14077.246197905846
2025,11680,강남구,11200,자곡동,1,대지,602,0,강남자곡아이파크,2025-05-09,155000,74.97,0.0,6,,,2014,아파트,중개거래,서울 강남구,2010년대,22.678425,20평형대,15.5,6834.689798784528
2025,11680,강남구,11400,일원동,1,대지,743,0,디에이치자이개포,2025-05-09,353000,84.73,0.0,12,,,2021,아파트,중개거래,서울 강남구,2020년대,25.630825,20평형대,35.3,13772.479036472683
2025,11680,강남구,10400,청담동,1,대지,115,6,효성빌라청담101(2차),2025-05-09,753380,216.35,0.0,2,,,2022,아파트,직거래,,2020년대,65.445875,60평형대,75.338,11511.497095882667
2025,11680,강남구,11800,도곡동,1,대지,527,0,도곡렉슬,2025-05-09,415000,114.993,0.0,14,,,2006,아파트,중개거래,서울 강남구,2000년대,34.7853825,30평형대,41.5,11930.298595969156
2025,11680,강남구,11800,도곡동,1,대지,551,28,롯데캐슬모닝,2025-05-08,240000,150.78,0.0,4,,,2003,아파트,중개거래,서울 강남구,2000년대,45.61095,40평형대,24.0,5261.894347738865
2025,11680,강남구,11800,도곡동,1,대지,953,1,SK허브프리모,2025-05-08,98500,67.57,0.0,9,,,2006,아파트,중개거래,서울 강남구,2000년대,20.439925,20평형대,9.85,4819.000069716499
2025,11680,강남구,11800,도곡동,1,대지,965,0,중명하니빌,2025-05-08,45000,34.1,0.0,3,,,1997,아파트,중개거래,서울 강남구,1990년대,10.31525,10평형대,4.5,4362.473037493032
2025,11680,강남구,10400,청담동,1,대지,134,38,청담자이,2025-05-07,270000,49.639,0.0,35,,,2011,아파트,중개거래,"서울 강남구, 서울 동대문구",2010년대,15.0157975,10평형대,27.0,17981.062943876273
2025,11680,강남구,11400,일원동,1,대지,734,0,상록수,2025-05-07,264000,84.95,0.0,4,,,1993,아파트,중개거래,서울 강남구,1990년대,25.697375,20평형대,26.4,10273.422869067366
2025,11680,강남구,10500,삼성동,1,대지,16,2,삼성동힐스테이트 1단지,2025-05-07,319000,84.503,0.0,9,,,2008,아파트,중개거래,서울 강남구,2000년대,25.562157499999998,20평형대,31.9,12479.384809361261
2025,11680,강남구,11800,도곡동,1,대지,467,6,대림아크로빌,2025-05-07,329000,177.255,0.0,9,,,1999,아파트,중개거래,서울 강남구,1990년대,53.619637499999996,50평형대,32.9,6135.8117163697725
2025,11680,강남구,11800,도곡동,1,대지,467,0,타워팰리스1,2025-05-07,820000,244.66,0.0,50,,,2002,아파트,중개거래,서울 강남구,2000년대,74.00965,70평형대,82.0,11079.6362366259
2025,11680,강남구,10300,개포동,1,대지,1282,0,개포래미안포레스트,2025-05-07,258000,59.92,0.0,10,,,2020,아파트,중개거래,서울 강남구,2020년대,18.1258,10평형대,25.8,14233.854505732159
2025,11680,강남구,11800,도곡동,1,대지,967,0,경남,2025-05-07,183000,59.76,0.0,18,,,2005,아파트,중개거래,서울 강남구,2000년대,18.077399999999997,10평형대,18.3,10123.1371768064
2025,11680,강남구,10300,개포동,1,대지,12,0,성원대치2단지아파트,2025-05-07,108000,33.18,0.0,12,,,1992,아파트,중개거래,서울 강남구,1990년대,10.03695,10평형대,10.8,10760.240909838149
2025,11680,강남구,10300,개포동,1,대지,1282,0,개포래미안포레스트,2025-05-07,258000,59.92,0.0,10,,2025-05-09,2020,아파트,중개거래,서울 강남구,2020년대,18.1258,10평형대,25.8,14233.854505732159
2025,11680,강남구,11000,압구정동,1,대지,397,0,미성2차,2025-05-06,529000,118.63,0.0,10,,,1987,아파트,중개거래,서울 강남구,1980년대,35.885574999999996,30평형대,52.9,14741.2992546448
2025,11680,강남구,10300,개포동,1,대지,1280,0,래미안블레스티지,2025-05-06,250000,59.888,0.0,3,,,2019,아파트,중개거래,서울 강남구,2010년대,18.11612,10평형대,25.0,13799.86443013184
2025,11680,강남구,10100,역삼동,1,대지,754,1,역삼푸르지오,2025-05-05,255000,59.884,0.0,6,,,2006,아파트,중개거래,서울 강남구,2000년대,18.11491,10평형대,25.5,14076.801927252192
2025,11680,강남구,10300,개포동,1,대지,649,0,경남1,2025-05-05,325000,123.28,0.0,3,,,1984,아파트,중개거래,서울 강남구,1980년대,37.2922,30평형대,32.5,8714.959160360611
2025,11680,강남구,10600,대치동,1,대지,670,0,동부센트레빌,2025-05-04,493000,121.74,0.0,12,,,2005,아파트,중개거래,서울 강남구,2000년대,36.82635,30평형대,49.3,13387.1534919969
2025,11680,강남구,10600,대치동,1,대지,316,0,은마,2025-05-03,341000,84.43,0.0,5,,,1979,아파트,중개거래,서울 강남구,1970년대,25.540075,20평형대,34.1,13351.56611717076
2025,11680,강남구,10100,역삼동,1,대지,708,31,우정에쉐르멤버스,2025-05-03,48000,36.19,0.0,11,,,2004,아파트,중개거래,서울 강남구,2000년대,10.947474999999999,10평형대,4.8,4384.572698270606
2025,11680,강남구,11800,도곡동,1,대지,193,45,필로스(193-45),2025-05-03,100000,113.94,0.0,1,,,2004,아파트,중개거래,서울 강남구,2000년대,34.46685,30평형대,10.0,2901.3385325319837
2025,11680,강남구,10300,개포동,1,대지,185,0,개포주공6단지,2025-05-03,345000,83.21,0.0,4,,,1983,아파트,중개거래,서울 강남구,1980년대,25.171024999999997,20평형대,34.5,13706.235641973262
2025,11680,강남구,10600,대치동,1,대지,503,0,개포우성1,2025-05-02,505000,127.61,0.0,11,,,1983,아파트,중개거래,서울 강남구,1980년대,38.602025,30평형대,50.5,13082.215246479946
2025,11680,강남구,11500,수서동,1,대지,746,0,까치마을,2025-05-02,90500,34.44,0.0,12,,,1993,아파트,중개거래,서울 강남구,1990년대,10.418099999999999,10평형대,9.05,8686.804695673876
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-05-02,389000,84.597,0.0,32,,,2023,아파트,중개거래,서울 강남구,2020년대,25.590592499999996,20평형대,38.9,15200.898533318448
2025,11680,강남구,11000,압구정동,1,대지,456,0,"현대6차(78~81,83,84,86,87동)",2025-05-02,750000,144.2,0.0,13,,,1978,아파트,중개거래,서울 강남구,1970년대,43.62049999999999,40평형대,75.0,17193.750644765652
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-05-02,275000,59.975,0.0,12,,,2023,아파트,중개거래,서울 강남구,2020년대,18.1424375,10평형대,27.5,15157.83091439615
2025,11680,강남구,10100,역삼동,1,대지,710,0,현대까르띠에710,2025-05-02,340000,171.944,0.0,3,,,2001,아파트,중개거래,"서울 강남구, 서울 서초구",2000년대,52.013059999999996,50평형대,34.0,6536.8197910294075
2025,11680,강남구,10400,청담동,1,대지,75,1,현대아파트(75-1),2025-05-02,210000,95.38,0.0,8,,,1983,아파트,중개거래,서울 강남구,1980년대,28.852449999999997,20평형대,21.0,7278.411365412643
2025,11680,강남구,11500,수서동,1,대지,746,0,까치마을,2025-05-01,87000,34.44,0.0,2,,,1993,아파트,중개거래,서울 강남구,1990년대,10.418099999999999,10평형대,8.7,8350.850922913009
2025,11680,강남구,10400,청담동,1,대지,30,33,청담대림이-편한세상,2025-05-01,270000,98.47,0.0,12,,,2002,아파트,중개거래,서울 강남구,2000년대,29.787174999999998,20평형대,27.0,9064.303681030511
2025,11680,강남구,10100,역삼동,1,대지,755,1,개나리푸르지오,2025-05-01,371000,147.955,0.0,4,,,2006,아파트,중개거래,서울 강남구,2000년대,44.7563875,40평형대,37.1,8289.319597118958
2025,11680,강남구,11500,수서동,1,대지,747,0,삼성,2025-05-01,217000,84.97,0.0,12,,,1997,아파트,중개거래,"서울 강남구, 서울 송파구",1990년대,25.703425,20평형대,21.7,8442.454653416811
2025,11680,강남구,11500,수서동,1,대지,736,0,신동아,2025-05-01,99000,33.18,0.0,2,,,1992,아파트,중개거래,서울 강남구,1990년대,10.03695,10평형대,9.9,9863.554167351636
2025,11680,강남구,10500,삼성동,1,대지,16,2,삼성동힐스테이트 1단지,2025-05-01,315000,84.236,0.0,9,,,2008,아파트,중개거래,서울 강남구,2000년대,25.48139,20평형대,31.5,12361.962985535718
2025,11680,강남구,10300,개포동,1,대지,1282,0,개포래미안포레스트,2025-05-01,306500,84.86,0.0,13,,,2020,아파트,중개거래,서울 강남구,2020년대,25.67015,20평형대,30.65,11939.938021398395
2025,11680,강남구,10700,신사동,1,대지,524,8,RudenHouse,2025-05-01,105000,84.98,0.0,3,,,2007,아파트,중개거래,서울 강남구,2000년대,25.70645,20평형대,10.5,4084.577995016815
2025,11680,강남구,10400,청담동,1,대지,101,17,효성빌라청담101(B동),2025-05-01,1130000,226.74,0.0,4,,,2019,아파트,중개거래,서울 강남구,2010년대,68.58885,60평형대,113.0,16474.980991808436
2025,11680,강남구,11500,수서동,1,대지,746,0,까치마을,2025-05-01,139500,49.5,0.0,15,,,1993,아파트,중개거래,서울 강남구,1990년대,14.973749999999999,10평형대,13.95,9316.303531179565
2025,11680,강남구,11500,수서동,1,대지,746,0,까치마을,2025-05-01,100000,39.6,0.0,3,,,1993,아파트,중개거래,서울 강남구,1990년대,11.979,10평형대,10.0,8347.942232239753
2025,11680,강남구,11500,수서동,1,대지,746,0,까치마을,2025-05-01,87000,34.44,0.0,2,,2025-05-26,1993,아파트,중개거래,서울 강남구,1990년대,10.418099999999999,10평형대,8.7,8350.850922913009
2025,11680,강남구,11500,수서동,1,대지,746,0,까치마을,2025-05-01,94000,34.44,0.0,9,,,1993,아파트,중개거래,서울 강남구,1990년대,10.418099999999999,10평형대,9.4,9022.758468434744
2025,11680,강남구,10800,논현동,1,대지,275,0,동부센트레빌,2025-04-30,183000,84.987,0.0,1,,,2003,아파트,중개거래,서울 강남구,2000년대,25.708567499999997,20평형대,18.3,7118.24958741867
2025,11680,강남구,11000,압구정동,1,대지,433,0,신현대11차,2025-04-30,995000,183.41,0.0,6,,,1983,아파트,중개거래,서울 강남구,1980년대,55.481525,50평형대,99.5,17933.897815534092
2025,11680,강남구,11000,압구정동,1,대지,434,0,신현대12차,2025-04-30,930000,170.38,0.0,11,,,1982,아파트,중개거래,서울 강남구,1980년대,51.53995,50평형대,93.0,18044.25499054617
2025,11680,강남구,11000,압구정동,1,대지,426,0,신현대9차,2025-04-30,620000,108.88,0.0,9,,,1982,아파트,중개거래,서울 강남구,1980년대,32.9362,30평형대,62.0,18824.27238114901
2025,11680,강남구,10600,대치동,1,대지,316,0,은마,2025-04-30,374000,84.43,0.0,8,,,1979,아파트,중개거래,"서울 강남구, 서울 양천구",1970년대,25.540075,20평형대,37.4,14643.65316076793
2025,11680,강남구,10100,역삼동,1,대지,763,16,래미안그레이튼,2025-04-30,350000,142.06,0.0,11,,,2009,아파트,중개거래,서울 강남구,2000년대,42.97315,40평형대,35.0,8144.620536311628
2025,11680,강남구,10300,개포동,1,대지,1284,0,개포자이프레지던스,2025-04-30,218000,49.95,0.0,9,,,2023,아파트,중개거래,서울 강남구,2020년대,15.109875,10평형대,21.8,14427.650791287155
2025,11680,강남구,10100,역삼동,1,대지,900,0,시티프라디움더강남101동,2025-04-30,143000,59.93,0.0,8,,,2021,아파트,중개거래,서울 강남구,2020년대,18.128825,10평형대,14.3,7887.9905344113595
2025,11680,강남구,10400,청담동,1,대지,23,0,현대아파트,2025-04-30,185000,84.92,0.0,4,,,1988,아파트,중개거래,서울 강남구,1980년대,25.688299999999998,20평형대,18.5,7201.722184807871
2025,11680,강남구,10500,삼성동,1,대지,16,2,삼성동힐스테이트 1단지,2025-04-29,305000,84.236,0.0,10,,,2008,아파트,중개거래,서울 강남구,2000년대,25.48139,20평형대,30.5,11969.51971615363
2025,11680,강남구,10800,논현동,1,대지,249,9,아츠논현,2025-04-29,85000,38.823,0.0,20,,,2023,아파트,중개거래,서울 강남구,2020년대,11.7439575,10평형대,8.5,7237.764612142031
